order_id,customer_id,product_id,order_date,quantity,gross_revenue,discount_applied,shipping_cost
O139074,C04527,P10294,2024-08-13,2,27.85,2.78,12.71
O138132,C03075,P10058,2024-11-27,2,295.22,0.0,12.84
O131772,C04703,P10188,2024-10-07,2,154.56,0.0,5.5
O111558,C04685,P10026,2024-04-14,3,484.56,0.0,12.55
O142674,C01925,P10307,2024-09-13,1,82.82,16.57,2.98
O136433,C02239,P10093,2024-02-29,2,493.98,98.8,4.1
O106315,C03122,P10204,2024-10-18,2,164.48,0.0,14.13
O100590,C00389,P10125,2024-02-09,2,190.78,9.54,2.05
O123260,C03295,P10119,2024-03-18,1,98.6,0.0,7.48
O137537,C03892,P10032,2024-04-08,1,61.35,0.0,0.9
O106342,C03925,P10204,2024-08-23,3,234.38,0.0,0.27
O116913,C04286,P10203,2024-10-09,1,39.91,3.99,6.2
O101004,C04879,P10130,2024-01-12,3,565.05,0.0,0.31
O113661,C01374,P10238,2024-07-19,4,310.38,0.0,13.66
O133399,C02209,P10306,2024-12-22,2,81.3,0.0,8.69
O100071,C04704,P10309,2024-12-24,1,47.42,0.0,6.17
O109892,C01430,P10155,2024-08-10,1,540.79,0.0,10.97
O110119,C03019,P10236,2024-01-23,1,59.77,5.98,0.01
O146355,C00773,P10118,2024-08-29,2,274.26,13.71,7.62
O112313,C04124,P10315,2024-11-29,1,69.89,0.0,7.88
O135478,C04392,P10029,2024-07-18,1,22.46,0.0,0.96
O114122,C01374,P10201,2024-06-25,1,74.14,7.41,12.44
O121858,C00765,P10216,2024-07-03,1,88.04,0.0,9.2
O122254,C01350,P10033,2024-12-28,4,153.0,0.0,1.48
O123484,C03197,P10309,2024-07-05,2,149.76,22.47,3.0
O107731,C04203,P10260,2024-10-09,1,275.48,0.0,0.8
O118039,C04059,P10236,2024-03-07,1,36.63,0.0,9.29
O146309,C00098,P10127,2024-10-28,1,91.68,0.0,9.55
O133465,C03448,P10113,2024-07-14,1,292.17,14.61,13.54
O110811,C01479,P10136,2024-12-10,1,261.45,13.07,2.89
O139506,C03211,P10120,2024-01-23,1,282.73,0.0,2.15
O107277,C00070,P10247,2024-03-08,1,208.42,0.0,14.31
O119856,C00211,P10073,2024-06-09,2,346.74,0.0,9.13
O148960,C00136,P10098,2024-11-11,1,341.82,0.0,1.3
O138573,C02764,P10289,2024-05-10,2,67.18,10.08,5.61
O115877,C00818,P10094,2024-12-06,1,163.6,8.18,4.03
O108420,C01789,P10286,2024-03-13,1,42.93,0.0,1.75
O113921,C02810,P10114,2024-07-26,1,403.04,0.0,12.3
O137356,C03066,P10206,2024-06-04,2,171.9,0.0,4.52
O101216,C01087,P10217,2024-08-25,1,22.35,0.0,7.84
O138799,C02060,P10217,2024-12-21,1,14.9,0.0,6.07
O105947,C00370,P10167,2024-12-05,1,75.1,0.0,9.61
O113604,C00179,P10240,2024-05-22,1,435.96,130.78,1.8
O110414,C02849,P10019,2024-11-21,1,127.9,6.4,14.45
O146794,C02681,P10041,2024-07-26,2,132.24,26.45,8.47
O131678,C00127,P10050,2024-04-29,3,60.57,6.06,8.71
O123652,C04237,P10129,2024-08-23,4,1086.98,163.04,7.81
O109805,C01059,P10148,2024-12-20,2,1859.48,278.92,10.14
O113435,C02854,P10242,2024-09-15,1,420.45,0.0,14.72
O132380,C04649,P10111,2024-10-14,1,37.17,0.0,5.61
O137493,C03787,P10063,2024-07-09,1,224.96,0.0,8.51
O117915,C02738,P10047,2024-12-05,2,284.42,0.0,3.86
O122788,C01584,P10201,2024-08-30,1,74.14,0.0,7.45
O108029,C00146,P10198,2024-10-17,1,78.39,0.0,10.72
O105074,C01991,P10307,2024-11-23,1,53.43,10.69,1.48
O140009,C01319,P10189,2024-05-18,2,149.58,7.48,8.12
O104424,C02017,P10176,2024-12-26,1,798.97,39.95,11.56
O147432,C04310,P10024,2024-07-04,3,473.44,0.0,6.34
O120466,C00982,P10281,2024-02-01,1,15.09,0.0,1.9
O149593,C03730,P10294,2024-03-30,1,22.72,1.13,4.5
O101350,C02141,P10138,2024-10-21,4,1497.36,0.0,13.53
O108661,C02057,P10273,2024-12-02,1,1383.54,69.18,12.85
O116118,C04806,P10126,2024-11-10,1,243.99,73.2,12.35
O140974,C01399,P10223,2024-01-22,1,88.85,0.0,0.16
O124033,C02874,P10081,2024-11-04,1,290.58,43.59,8.53
O110114,C04088,P10240,2024-08-27,1,435.96,0.0,13.85
O145306,C01695,P10079,2024-06-17,3,252.08,37.8,6.77
O102763,C02797,P10244,2024-01-17,1,214.34,21.44,6.56
O146913,C03315,P10005,2024-10-16,1,18.4,5.52,11.39
O127640,C03676,P10319,2024-08-29,1,22.0,0.0,13.02
O116455,C02097,P10192,2024-06-13,1,68.28,0.0,8.24
O119255,C01003,P10175,2024-11-26,2,1848.57,92.43,8.91
O121368,C00049,P10151,2024-12-13,1,1023.39,0.0,7.54
O118963,C00020,P10304,2024-10-08,1,34.18,3.42,12.12
O106717,C00895,P10276,2024-08-30,2,8816.31,440.82,9.97
O138547,C02814,P10173,2024-09-17,1,771.24,154.25,11.47
O115864,C01778,P10148,2024-09-05,1,929.74,92.97,3.12
O128553,C00045,P10252,2024-04-24,1,314.43,0.0,6.87
O143273,C00504,P10224,2024-10-29,2,77.7,0.0,10.64
O145759,C00990,P10068,2024-11-25,1,100.6,0.0,0.43
O115082,C01101,P10007,2024-10-12,1,69.75,10.46,3.5
O101195,C00586,P10077,2024-03-18,1,177.63,0.0,8.04
O127546,C02269,P10307,2024-12-05,1,53.43,0.0,1.03
O123792,C00903,P10269,2024-03-17,2,4945.0,0.0,3.95
O141364,C01143,P10026,2024-08-30,1,170.02,25.5,10.39
O103218,C00209,P10044,2024-09-28,1,161.39,0.0,4.14
O129631,C00231,P10063,2024-12-29,2,299.94,0.0,0.58
O144113,C01677,P10012,2024-03-19,1,90.25,0.0,7.8
O105763,C00330,P10049,2024-09-14,1,28.79,0.0,7.57
O133615,C02986,P10100,2024-01-07,1,196.19,0.0,12.07
O109877,C04579,P10253,2024-11-02,3,1235.1,0.0,14.66
O142923,C04324,P10251,2024-11-03,4,581.78,0.0,0.34
O144068,C03921,P10273,2024-11-09,1,1429.66,285.93,8.64
O139186,C03708,P10106,2024-11-01,1,298.6,0.0,2.55
O108175,C00596,P10317,2024-09-30,1,13.57,0.0,12.9
O135109,C01591,P10219,2024-07-21,1,65.91,0.0,0.55
O128925,C02186,P10289,2024-05-06,1,20.15,0.0,4.44
O114508,C02749,P10267,2024-04-22,1,5906.01,590.6,3.63
O138026,C01970,P10048,2024-11-29,2,202.5,0.0,13.88
O115974,C00650,P10176,2024-10-13,1,798.97,0.0,3.53
O107124,C00644,P10147,2024-12-23,1,174.3,17.43,12.44
O148015,C00086,P10271,2024-03-17,1,871.06,43.55,13.44
O106754,C03295,P10270,2024-06-15,1,7182.94,718.29,1.2
O134164,C02473,P10194,2024-05-21,1,69.55,6.96,3.97
O118436,C02986,P10117,2024-12-07,1,66.62,3.33,4.79
O101589,C03419,P10155,2024-08-12,2,1622.37,81.12,2.1
O128541,C00852,P10032,2024-04-29,1,92.02,0.0,8.28
O111571,C00876,P10017,2024-04-27,1,165.61,0.0,2.94
O146390,C00650,P10139,2024-09-03,1,213.57,21.36,14.25
O103421,C02356,P10050,2024-12-31,1,20.19,0.0,9.78
O102390,C01936,P10118,2024-12-02,1,86.85,26.06,1.62
O103657,C00217,P10236,2024-12-17,2,115.68,0.0,6.76
O104569,C01517,P10041,2024-09-02,2,208.8,0.0,4.24
O144029,C01957,P10126,2024-11-24,1,385.24,0.0,9.36
O134757,C02849,P10167,2024-11-16,1,79.05,0.0,12.44
O132289,C01253,P10123,2024-09-03,3,402.51,,11.51
O138804,C02792,P10023,2024-11-13,1,66.43,0.0,14.56
O144905,C00675,P10299,2024-06-18,2,34.2,3.42,3.25
O134822,C04015,P10151,2024-11-05,1,660.25,0.0,11.43
O109604,C00804,P10159,2024-05-15,1,208.81,20.88,11.59
O134935,C04562,P10131,2024-09-19,1,48.09,0.0,14.06
O138294,C02616,P10113,2024-04-11,1,292.17,0.0,5.31
O131057,C00484,P10222,2024-08-16,1,70.92,3.54,1.11
O143988,C03051,P10227,2024-09-13,2,32.53,0.0,7.81
O124092,C03537,P10040,2024-04-17,1,243.99,36.6,13.0
O143066,C02096,P10173,2024-04-16,1,771.24,38.56,3.48
O114338,C04589,P10265,2024-11-04,1,4139.34,0.0,11.71
O141577,C00748,P10241,2024-10-13,1,215.45,64.63,10.58
O150228,C03091,P10233,2024-11-04,1,142.86,0.0,14.14
O142744,C04592,P10252,2024-12-05,2,628.86,0.0,11.17
O145060,C04737,P10094,2024-11-24,2,490.8,0.0,3.63
O128456,C00609,P10308,2024-07-26,2,22.36,0.0,7.58
O125587,C01825,P10215,2024-05-19,2,59.19,0.0,3.45
O148977,C03197,P10303,2024-03-07,1,28.1,0.0,5.09
O126161,C02805,P10244,2024-09-20,2,1286.04,0.0,2.19
O119898,C01264,P10186,2024-07-18,1,14.95,0.0,14.28
O147714,C00108,P10202,2024-06-26,2,68.48,6.85,11.96
O122842,C04946,P10135,2024-05-26,3,734.13,0.0,13.65
O149409,C02447,P10090,2024-02-19,1,108.91,0.0,6.85
O141908,C00936,P10135,2024-11-02,3,1137.9,0.0,14.81
O111840,C01171,P10108,2024-06-15,1,104.37,0.0,2.03
O131554,C03131,P10086,2024-10-15,1,158.51,0.0,10.13
O109146,C01239,P10293,2024-09-30,1,11.94,0.6,8.39
O113283,C00215,P10067,2024-11-04,2,341.16,0.0,7.89
O110467,C01819,P10260,2024-09-13,1,413.22,0.0,5.76
O118333,C04366,P10190,2024-10-19,1,17.69,0.0,5.42
O110695,C04708,P10201,2024-05-14,1,49.43,2.47,1.98
O110705,C01993,P10148,2024-09-29,1,1394.61,139.45,6.09
O103507,C02992,P10178,2024-10-22,1,84.22,0.0,0.68
O147549,C02273,P10282,2024-01-27,4,104.92,5.25,7.6
O126653,C02818,P10110,2024-04-02,1,301.06,30.1,6.03
O122518,C04271,P10247,2024-12-27,1,329.08,0.0,9.12
O144570,C04988,P10119,2024-04-21,1,295.78,0.0,12.92
O124796,C01738,P10174,2024-09-28,1,441.91,0.0,6.17
O106405,C01178,P10086,2024-03-16,1,158.51,15.85,14.98
O146308,C04388,P10198,2024-07-27,1,117.58,0.0,4.49
O130676,C02456,P10156,2024-08-21,1,52.05,0.0,7.82
O113173,C03864,P10044,2024-02-22,1,242.08,24.21,8.92
O146216,C04637,P10309,2024-09-15,1,74.88,14.97,13.35
O115916,C04967,P10070,2024-08-19,4,695.2,104.28,2.39
O115234,C01896,P10158,2024-06-14,1,480.24,0.0,0.66
O119484,C00127,P10024,2024-06-06,1,105.21,0.0,14.3
O142380,C01058,P10081,2024-06-03,1,300.27,45.04,12.38
O125664,C01629,P10129,2024-12-08,1,262.98,0.0,8.47
O148196,C01774,P10286,2024-11-30,2,85.86,12.88,5.0
O120297,C00314,P10275,2024-09-19,2,8378.25,0.0,12.68
O124012,C04310,P10087,2024-10-22,4,1182.6,59.13,9.12
O138883,C04812,P10293,2024-07-10,1,17.91,3.58,0.32
O139993,C01951,P10028,2024-02-13,1,29.6,5.92,5.98
O110801,C01876,P10156,2024-08-03,2,164.37,24.66,3.83
O120833,C03697,P10294,2024-05-19,1,21.99,3.3,10.67
O100510,C04636,P10227,2024-08-30,3,77.04,11.55,7.54
O148124,C03014,P10300,2024-11-16,1,16.78,0.0,0.03
O146340,C03855,P10277,2024-08-19,1,26.8,0.0,10.85
O118114,C01053,P10179,2024-10-30,1,1129.77,225.95,6.0
O149776,C03956,P10299,2024-09-10,1,27.0,2.7,3.73
O133886,C04910,P10224,2024-05-15,2,116.55,0.0,5.35
O117012,C02695,P10147,2024-12-14,1,174.3,0.0,11.78
O109868,C03881,P10146,2024-11-23,1,1536.92,0.0,5.66
O119862,C03787,P10217,2024-07-08,1,22.35,0.0,13.69
O129768,C01830,P10296,2024-09-03,4,69.84,0.0,11.58
O138791,C01459,P10311,2024-06-20,1,27.26,2.73,3.48
O119805,C01094,P10219,2024-07-26,1,39.55,0.0,12.26
O126311,C03697,P10293,2024-04-19,1,17.91,2.68,2.51
O144162,C00790,P10306,2024-09-08,1,60.97,0.0,8.03
O147015,C04162,P10010,2024-08-18,2,231.92,11.6,6.99
O136360,C04799,P10140,2024-05-21,1,1017.22,0.0,13.52
O128208,C04313,P10225,2024-06-02,1,71.73,7.17,1.44
O133083,C00977,P10244,2024-10-06,2,857.36,0.0,8.27
O136364,C01298,P10007,2024-03-31,2,90.0,0.0,14.55
O117619,C04045,P10203,2024-09-10,2,47.89,9.58,9.37
O123570,C00982,P10174,2024-01-23,1,465.17,0.0,6.45
O112670,C04144,P10231,2024-10-19,4,1295.04,0.0,14.58
O107317,C04902,P10040,2024-11-08,2,314.82,0.0,10.89
O128041,C00215,P10091,2024-08-02,1,278.16,0.0,12.48
O109401,C02618,P10169,2024-08-22,1,582.15,0.0,7.27
O121422,C03697,P10040,2024-12-27,2,472.23,23.61,3.95
O110327,C00223,P10150,2024-11-13,1,85.73,0.0,12.88
O113701,C03141,P10296,2024-08-26,1,26.19,0.0,7.47
O112953,C03109,P10022,2024-10-02,1,54.82,16.44,12.44
O114891,C01414,P10095,2024-12-21,2,111.0,0.0,8.5
O144392,C02443,P10089,2024-10-27,1,281.65,28.16,11.09
O119335,C00654,P10255,2024-05-14,1,269.58,0.0,1.1
O147068,C03013,P10160,2024-05-23,3,1206.61,120.66,14.59
O104710,C00630,P10294,2024-08-09,1,21.99,0.0,13.01
O139600,C03534,P10008,2024-05-18,1,65.2,0.0,2.7
O107161,C03292,P10208,2024-08-25,1,30.44,0.0,5.92
O144133,C03676,P10185,2024-10-11,1,16.26,2.44,3.66
O108457,C01245,P10160,2024-12-08,1,1005.51,50.28,5.54
O132040,C02057,P10280,2024-09-02,1,66.91,20.07,10.42
O147473,C01808,P10063,2024-08-29,2,299.94,15.0,9.01
O122979,C04377,P10158,2024-06-24,1,505.52,0.0,2.02
O121604,C04362,P10197,2024-09-21,1,35.95,0.0,1.91
O109591,C01191,P10177,2024-11-16,1,161.88,0.0,0.38
O142833,C00484,P10084,2024-09-21,1,20.73,,13.78
O100876,C01322,P10250,2024-10-27,1,320.21,48.03,2.78
O106139,C00948,P10080,2024-12-11,1,180.82,0.0,7.94
O102698,C01038,P10192,2024-12-23,3,204.84,0.0,14.64
O108243,C03697,P10135,2024-10-20,1,367.06,73.41,6.84
O122309,C02194,P10272,2024-05-17,1,3081.22,0.0,0.13
O128738,C03929,P10217,2024-12-15,1,22.35,0.0,8.36
O100216,C04088,P10248,2024-11-24,1,406.46,60.97,3.36
O145026,C00617,P10306,2024-07-04,3,182.92,0.0,2.9
O140554,C01536,P10008,2024-01-19,2,123.88,0.0,14.58
O130402,C02001,P10166,2024-08-06,3,188.6,9.44,4.24
O147212,C02615,P10252,2024-11-12,1,314.43,62.89,6.54
O131186,C01769,P10000,2024-11-25,1,115.2,0.0,4.58
O135317,C03921,P10158,2024-11-14,2,1567.11,0.0,4.22
O116822,C03224,P10023,2024-02-10,1,66.43,0.0,2.44
O114046,C04799,P10063,2024-04-01,1,142.47,28.49,10.32
O116741,C03598,P10285,2024-10-31,1,32.99,0.0,11.39
O144644,C01112,P10163,2024-04-03,1,676.37,0.0,14.49
O125400,C03689,P10004,2024-05-20,1,176.98,8.85,8.33
O101791,C03465,P10150,2024-09-16,1,85.73,8.57,3.66
O134070,C01794,P10290,2024-08-17,1,15.94,1.6,5.13
O115494,C02701,P10167,2024-01-10,2,158.1,0.0,9.49
O138092,C00385,P10067,2024-05-15,1,170.58,17.06,14.07
O131416,C01824,P10012,2024-11-27,1,135.38,0.0,2.37
O123094,C04140,P10169,2024-09-19,1,582.15,58.22,3.68
O109638,C04826,P10094,2024-04-05,1,253.58,0.0,8.15
O111464,C02499,P10092,2024-10-20,2,169.6,8.48,9.35
O108277,C00199,P10111,2024-08-21,1,37.17,5.58,0.61
O126044,C02375,P10103,2024-12-19,1,37.46,0.0,4.32
O104949,C00385,P10161,2024-09-04,1,800.73,0.0,4.72
O132212,C04960,P10028,2024-08-14,1,28.12,0.0,7.56
O113719,C03833,P10232,2024-07-28,1,412.04,20.61,0.86
O119053,C01443,P10184,2024-03-17,2,74.56,7.46,12.13
O132730,C01387,P10074,2024-03-12,2,46.98,0.0,14.78
O137486,C04029,P10100,2024-12-03,1,186.38,18.64,0.12
O143122,C01674,P10018,2024-08-03,3,293.67,0.0,14.34
O101596,C00343,P10238,2024-09-25,1,77.6,0.0,0.8
O121587,C04807,P10083,2024-09-28,1,159.7,31.95,7.17
O140927,C02406,P10245,2024-01-02,2,215.93,0.0,12.74
O115700,C00340,P10179,2024-11-26,1,1129.77,112.98,12.9
O127107,C04728,P10152,2024-06-18,1,878.16,0.0,12.87
O147177,C04742,P10267,2024-07-23,1,3740.47,0.0,6.78
O129221,C01340,P10023,2024-10-19,1,99.65,0.0,12.71
O106033,C00863,P10078,2024-09-27,1,119.6,23.92,5.92
O134629,C01867,P10020,2024-12-15,2,70.28,3.51,9.57
O143655,C02283,P10129,2024-09-24,1,166.55,,14.27
O108512,C01697,P10308,2024-11-24,1,11.18,0.0,8.62
O117122,C03664,P10106,2024-09-26,1,308.56,46.28,3.69
O129426,C01609,P10197,2024-06-02,3,167.17,0.0,7.49
O136731,C02377,P10266,2024-03-26,1,4984.53,0.0,1.59
O147780,C00466,P10131,2024-12-27,1,75.93,0.0,13.1
O125569,C02357,P10091,2024-08-12,2,556.32,55.63,13.25
O147814,C00313,P10030,2024-12-29,1,79.13,0.0,7.79
O134567,C03810,P10266,2024-08-27,1,7476.8,373.84,9.48
O128979,C03587,P10060,2024-06-06,1,148.23,7.41,0.28
O124914,C04840,P10166,2024-08-27,1,41.91,0.0,2.19
O112263,C00507,P10188,2024-12-17,1,73.42,7.34,2.95
O112894,C00582,P10221,2024-11-22,1,58.04,0.0,2.17
O100014,C02441,P10183,2024-01-23,1,86.82,0.0,7.89
O103456,C02902,P10175,2024-06-10,1,585.38,175.62,12.36
O118604,C00584,P10277,2024-10-23,1,53.59,10.72,14.95
O104004,C03396,P10297,2024-01-19,2,109.26,0.0,10.92
O110070,C01326,P10161,2024-08-20,1,760.69,76.07,10.89
O137720,C04824,P10031,2024-08-30,1,151.74,0.0,14.44
O120518,C00389,P10171,2024-07-20,3,685.53,0.0,14.07
O128165,C01770,P10117,2024-09-03,1,99.93,0.0,2.71
O130288,C03300,P10167,2024-09-08,3,355.72,35.58,5.14
O106417,C04046,P10190,2024-07-14,4,70.76,0.0,7.21
O143757,C04088,P10159,2024-06-27,1,313.22,15.66,3.4
O106885,C03153,P10198,2024-09-09,1,74.47,0.0,7.13
O135208,C04037,P10226,2024-12-18,1,42.79,0.0,9.18
O129693,C01835,P10204,2024-04-21,1,82.24,4.11,12.06
O147642,C01864,P10051,2024-05-22,4,267.48,13.37,3.62
O121879,C04637,P10115,2024-12-05,2,721.5,0.0,0.9
O110833,C02253,P10242,2024-07-16,1,271.26,40.69,9.07
O133291,C00700,P10271,2024-10-12,1,1451.76,0.0,3.19
O138267,C00614,P10140,2024-10-07,1,1070.76,214.15,13.47
O143646,C03300,P10132,2024-12-18,2,793.32,0.0,1.39
O105595,C01875,P10185,2024-11-10,4,97.56,0.0,8.85
O113065,C00572,P10292,2024-01-06,1,24.56,0.0,8.98
O100185,C00879,P10268,2024-06-26,1,6462.57,0.0,7.59
O122817,C03258,P10080,2024-03-24,2,349.98,0.0,13.16
O139137,C03197,P10190,2024-07-22,1,26.54,1.32,1.76
O102662,C00278,P10022,2024-04-25,1,54.82,0.0,2.8
O108287,C04606,P10285,2024-12-24,1,34.73,0.0,10.08
O105596,C01072,P10022,2024-04-27,1,57.7,11.54,6.24
O117442,C02578,P10311,2024-10-31,3,81.78,0.0,11.91
O143913,C03147,P10104,2024-08-07,1,11.47,0.0,14.49
O107016,C02096,P10115,2024-12-23,1,240.5,24.05,10.56
O103883,C04388,P10187,2024-04-16,2,41.52,0.0,5.64
O113697,C00451,P10002,2024-04-16,1,61.11,0.0,11.3
O131646,C04504,P10041,2024-10-29,1,104.4,0.0,8.13
O135917,C03141,P10012,2024-08-22,1,135.38,0.0,6.89
O145969,C02266,P10144,2024-10-04,1,361.69,54.25,14.22
O111190,C00692,P10257,2024-09-27,2,78.88,23.66,2.19
O137494,C02856,P10304,2024-10-19,2,102.54,0.0,0.35
O127049,C03069,P10178,2024-12-25,4,224.6,0.0,2.39
O103577,C00221,P10006,2024-10-31,2,304.7,0.0,6.97
O125599,C04348,P10037,2024-06-09,4,526.52,0.0,7.23
O149771,C02161,P10268,2024-11-19,1,4308.38,0.0,7.66
O115318,C04553,P10017,2024-06-02,1,261.5,13.08,7.16
O133331,C03461,P10043,2024-01-26,4,812.34,0.0,5.67
O135580,C04625,P10268,2024-01-30,1,4092.96,0.0,8.97
O113256,C01178,P10118,2024-06-03,1,91.42,0.0,8.44
O115042,C01837,P10286,2024-12-06,1,44.36,0.0,10.44
O100749,C03711,P10193,2024-09-21,3,140.08,0.0,2.99
O102210,C00027,P10021,2024-01-13,1,20.67,0.0,10.54
O101069,C04988,P10219,2024-12-17,1,98.86,0.0,7.05
O103667,C00937,P10201,2024-03-31,1,49.43,0.0,3.19
O109668,C03331,P10112,2024-08-10,1,86.91,4.35,9.4
O131512,C02339,P10214,2024-11-01,2,73.56,0.0,3.75
O140328,C03573,P10010,2024-08-02,3,347.88,69.58,1.67
O141262,C03384,P10202,2024-10-31,1,34.24,1.71,7.28
O137964,C04671,P10297,2024-11-27,1,54.63,2.73,7.64
O114421,C01876,P10121,2024-10-06,1,412.96,0.0,10.74
O121850,C01921,P10073,2024-11-07,2,346.74,0.0,2.16
O149354,C03131,P10199,2024-12-17,2,139.14,6.96,9.83
O111108,C01320,P10230,2024-11-28,1,105.81,5.3,14.72
O100379,C03300,P10293,2024-03-30,1,17.91,0.0,12.8
O105502,C04770,P10138,2024-06-15,1,229.43,34.42,13.92
O120822,C02618,P10099,2024-12-26,1,267.26,0.0,5.19
O140371,C01584,P10300,2024-09-05,1,25.17,0.0,12.7
O149574,C01559,P10161,2024-07-17,1,1201.1,0.0,13.32
O120547,C01780,P10283,2024-09-14,1,26.98,8.09,2.97
O121770,C04988,P10183,2024-09-02,1,130.23,0.0,10.57
O104526,C02870,P10131,2024-09-14,1,50.62,,14.01
O101497,C04636,P10039,2024-09-07,3,333.67,0.0,5.99
O141935,C00650,P10254,2024-09-04,1,428.41,0.0,11.17
O139010,C00674,P10077,2024-07-21,1,177.63,0.0,14.47
O112877,C02897,P10092,2024-09-02,2,161.12,32.22,1.36
O145735,C03656,P10037,2024-10-02,1,131.63,6.58,8.25
O142249,C03443,P10303,2024-01-13,1,18.73,0.94,14.89
O118044,C03529,P10117,2024-02-25,1,63.29,3.16,1.02
O144544,C02561,P10017,2024-09-12,2,540.42,0.0,13.53
O102559,C02223,P10310,2024-11-16,1,17.6,0.0,12.54
O121003,C00954,P10028,2024-12-15,2,56.24,5.62,5.98
O130341,C02772,P10079,2024-12-07,1,81.32,0.0,6.91
O125440,C03308,P10205,2024-08-12,2,68.36,3.42,0.06
O102240,C02103,P10311,2024-04-24,1,40.89,0.0,10.32
O114950,C00786,P10187,2024-12-21,1,13.84,0.0,13.33
O140857,C00217,P10088,2024-11-30,1,315.56,47.34,14.64
O130743,C00764,P10113,2024-05-04,1,292.17,87.65,0.01
O128147,C01736,P10150,2024-04-16,1,128.6,0.0,9.87
O128909,C00830,P10013,2024-11-22,1,45.55,0.0,4.53
O145385,C04637,P10047,2024-09-23,1,213.32,63.99,4.14
O129958,C01434,P10041,2024-12-26,1,69.6,0.0,6.74
O128750,C03299,P10216,2024-10-05,1,55.76,2.78,12.42
O110346,C00162,P10162,2024-06-08,1,1146.97,0.0,14.3
O129570,C04822,P10107,2024-01-23,1,216.53,21.65,4.1
O119636,C00085,P10078,2024-11-05,1,125.9,0.0,0.7
O137049,C01024,P10084,2024-11-01,2,43.64,0.0,12.53
O112314,C03419,P10111,2024-03-05,2,111.51,0.0,7.02
O120800,C00975,P10188,2024-03-03,1,115.92,0.0,3.92
O147378,C03783,P10206,2024-11-30,1,128.93,0.0,9.91
O129397,C02527,P10188,2024-09-18,1,73.42,7.34,5.22
O138984,C02252,P10319,2024-10-13,1,22.0,2.2,7.19
O105032,C00566,P10077,2024-06-12,1,177.63,17.76,11.64
O129812,C02596,P10002,2024-09-14,1,40.74,0.0,14.31
O106559,C04386,P10048,2024-10-15,1,101.25,0.0,12.35
O132929,C01732,P10156,2024-04-29,1,54.79,0.0,7.34
O148753,C01584,P10218,2024-08-29,1,20.96,1.05,2.68
O126316,C00868,P10273,2024-11-06,1,922.36,0.0,2.77
O132190,C03500,P10137,2024-08-02,1,158.29,0.0,1.45
O138160,C00614,P10268,2024-10-18,2,8616.76,861.68,14.56
O102878,C03503,P10008,2024-06-05,1,61.94,6.19,10.18
O129019,C02898,P10306,2024-05-08,1,40.65,0.0,13.46
O119721,C03492,P10267,2024-07-28,1,3937.34,393.73,6.66
O121130,C01178,P10314,2024-12-01,2,19.82,0.0,0.14
O143649,C03197,P10060,2024-01-03,1,74.11,0.0,13.78
O130125,C01233,P10087,2024-12-08,2,394.2,0.0,6.36
O109204,C00701,P10143,2024-10-18,2,1716.24,0.0,4.85
O114809,C04681,P10282,2024-09-06,1,24.92,0.0,1.27
O125993,C03419,P10012,2024-04-23,1,135.38,0.0,14.69
O111032,C01517,P10314,2024-09-04,1,14.86,0.0,6.37
O139489,C03659,P10188,2024-06-15,1,38.64,1.93,6.29
O102924,C00466,P10124,2024-12-31,1,434.17,0.0,2.55
O133068,C01382,P10046,2024-03-28,1,140.53,14.05,3.97
O146719,C03181,P10274,2024-02-27,4,16760.52,2514.07,14.76
O101148,C01444,P10005,2024-12-18,1,27.6,4.14,7.73
O147059,C01488,P10240,2024-11-23,1,290.64,0.0,11.78
O122021,C01157,P10058,2024-07-12,2,442.83,132.85,5.89
O106318,C00770,P10129,2024-08-06,1,166.55,24.98,3.44
O141064,C03069,P10280,2024-10-03,2,89.22,4.46,14.93
O111721,C01080,P10173,2024-08-31,1,771.24,38.56,2.95
O128729,C00529,P10110,2024-08-11,1,200.71,0.0,5.68
O128551,C02608,P10202,2024-12-11,1,32.53,0.0,2.07
O118763,C02326,P10210,2024-07-17,2,145.82,0.0,10.53
O105097,C04592,P10222,2024-11-02,1,74.65,0.0,2.37
O144873,C02031,P10112,2024-04-26,1,86.91,0.0,13.25
O101620,C04843,P10263,2024-06-30,1,198.37,0.0,9.02
O143873,C00426,P10052,2024-09-13,1,247.12,0.0,9.55
O111657,C01925,P10320,2024-09-11,1,14.01,0.0,7.59
O123166,C03687,P10243,2024-04-04,1,59.31,5.93,11.54
O149111,C00445,P10158,2024-07-09,2,1516.56,0.0,2.01
O147789,C02500,P10140,2024-06-23,1,1070.76,0.0,11.75
O103749,C00895,P10063,2024-08-17,1,224.96,0.0,4.48
O120536,C04636,P10180,2024-09-29,1,59.74,11.96,11.2
O105827,C00938,P10145,2024-05-22,2,121.68,18.25,11.87
O103591,C02350,P10297,2024-08-12,1,54.63,0.0,2.64
O147350,C01279,P10043,2024-11-22,2,162.47,8.12,4.65
O106310,C00645,P10017,2024-11-16,1,174.33,0.0,4.63
O133949,C04174,P10303,2024-02-26,1,17.79,1.78,3.65
O102179,C01600,P10094,2024-01-09,2,327.2,49.08,5.97
O135796,C00942,P10198,2024-11-19,1,117.58,0.0,10.79
O134951,C02224,P10130,2024-05-31,2,376.7,0.0,3.8
O125983,C00263,P10070,2024-08-14,3,782.1,0.0,10.0
O137290,C00021,P10320,2024-01-03,1,8.59,0.0,8.96
O114396,C00259,P10300,2024-07-25,1,25.17,0.0,10.81
